Product_ID,Product_Name,Category,Supplier_Name,Order_Date,Delivery_Date,Stock_Quantity,Reorder_Level,Units_Sold,Purchase_Cost,Selling_Price,Warehouse_Location,Shipping_Time_Days
PROD12036,Mixer,Fashion,Supplier A,2023-04-30,2023-05-03,230,108,119,1329,1614,Delhi,3
PROD12037,Watch,Fashion,Supplier D,2024-09-11,2024-09-14,255,84,46,1484,1829,Mumbai,3
PROD12038,Fan,Electronics,Supplier E,2024-12-13,2024-12-16,461,69,3,612,982,Chennai,3
PROD12039,Phone,Home Appliances,Supplier E,2023-08-04,2023-08-08,91,99,124,1653,2124,Delhi,4
PROD12040,Laptop,Sports,Supplier B,2023-07-19,2023-07-22,381,115,115,1991,2456,Delhi,3
PROD12041,Phone,Sports,Supplier C,2024-10-04,2024-10-14,405,53,21,916,1388,Mumbai,10
PROD12042,TV,Sports,Supplier E,2023-03-14,2023-03-22,165,64,214,761,1178,Hyderabad,8
PROD12043,Phone,Home Appliances,Supplier E,2024-02-07,2024-02-13,60,60,299,594,705,Chennai,6
PROD12044,TV,Sports,Supplier C,2024-06-14,2024-06-24,457,70,282,1342,1750,Delhi,10
PROD12045,Tablet,Electronics,Supplier B,2023-01-05,2023-01-07,135,89,64,992,1126,Bangalore,2
PROD12046,Mixer,Fashion,Supplier E,2023-11-10,2023-11-18,99,101,165,1771,1965,Bangalore,8
PROD12047,Laptop,Electronics,Supplier B,2024-04-15,2024-04-16,454,122,294,1709,2125,Delhi,1
PROD12048,AC,Home Appliances,Supplier B,2024-07-03,2024-07-10,448,55,164,951,1190,Delhi,7
PROD12049,Shoes,Home Appliances,Supplier E,2024-04-21,2024-04-29,447,143,208,291,786,Chennai,8
PROD12050,Tablet,Electronics,Supplier C,2024-06-14,2024-06-19,74,57,126,1303,1506,Chennai,5
PROD12051,AC,Home Appliances,Supplier D,2023-02-09,2023-02-18,443,103,2,1386,1722,Chennai,9
PROD12052,TV,Home Appliances,Supplier A,2023-01-16,2023-01-24,461,99,210,1619,2100,Bangalore,8
PROD12053,Watch,Sports,Supplier A,2023-07-24,2023-07-31,385,55,132,1764,1884,Delhi,7
PROD12054,Watch,Sports,Supplier A,2023-11-05,2023-11-14,95,51,10,514,687,Bangalore,9
PROD12055,AC,Electronics,Supplier A,2023-05-24,2023-06-01,8,149,98,406,527,Chennai,8
PROD12056,Laptop,Sports,Supplier B,2024-10-23,2024-10-31,252,100,275,958,1256,Bangalore,8
PROD12057,AC,Home Appliances,Supplier C,2024-10-07,2024-10-12,475,65,74,817,984,Hyderabad,5
PROD12058,Shoes,Home Appliances,Supplier A,2023-09-07,2023-09-11,381,122,214,1900,2103,Bangalore,4
PROD12059,Phone,Electronics,Supplier E,2024-02-06,2024-02-07,46,54,192,1711,2048,Hyderabad,1
PROD12060,Camera,Electronics,Supplier B,2024-01-18,2024-01-22,435,111,147,1968,2391,Hyderabad,4
PROD12061,Camera,Sports,Supplier C,2024-09-25,2024-10-03,397,148,23,694,842,Hyderabad,8
PROD12062,Watch,Electronics,Supplier D,2023-07-02,2023-07-05,52,134,86,1254,1618,Chennai,3
PROD12063,Tablet,Home Appliances,Supplier C,2024-03-09,2024-03-14,71,80,264,722,973,Hyderabad,5
PROD12064,Watch,Home Appliances,Supplier A,2024-09-28,2024-10-07,184,117,117,255,615,Mumbai,9
PROD12065,Mixer,Fashion,Supplier B,2023-10-13,2023-10-18,40,66,9,998,1219,Hyderabad,5
PROD12066,Mixer,Home Appliances,Supplier E,2023-10-25,2023-11-04,150,131,18,495,570,Bangalore,10
PROD12067,Fan,Sports,Supplier C,2024-05-23,2024-06-02,326,71,74,989,1156,Delhi,10
PROD12068,AC,Fashion,Supplier A,2023-09-18,2023-09-27,270,67,143,401,566,Delhi,9
PROD12069,TV,Electronics,Supplier C,2023-06-28,2023-07-05,1,82,154,1902,2179,Hyderabad,7
PROD12070,TV,Fashion,Supplier A,2023-05-19,2023-05-26,471,139,207,873,1010,Delhi,7
PROD12071,Laptop,Home Appliances,Supplier E,2024-04-10,2024-04-16,370,56,208,1637,1920,Chennai,6
PROD12072,Phone,Fashion,Supplier C,2023-02-01,2023-02-05,452,123,123,1055,1477,Bangalore,4
PROD12073,Mixer,Fashion,Supplier E,2023-02-07,2023-02-16,249,86,288,1109,1211,Delhi,9
PROD12074,Phone,Fashion,Supplier C,2023-11-29,2023-12-05,238,143,46,829,1234,Mumbai,6
PROD12075,Laptop,Electronics,Supplier B,2024-07-19,2024-07-24,128,69,252,663,1141,Hyderabad,5
PROD12076,Tablet,Fashion,Supplier D,2024-09-20,2024-09-24,369,89,80,1334,1424,Mumbai,4
PROD12077,Camera,Fashion,Supplier B,2023-05-09,2023-05-12,398,101,297,1028,1398,Delhi,3
PROD12078,Phone,Electronics,Supplier C,2023-09-17,2023-09-27,64,62,219,1706,2131,Mumbai,10
PROD12079,Fan,Fashion,Supplier C,2023-04-03,2023-04-04,357,63,182,1849,2009,Chennai,1
PROD12080,Tablet,Fashion,Supplier A,2023-03-18,2023-03-19,174,73,283,379,451,Chennai,1
PROD12081,TV,Home Appliances,Supplier D,2023-05-11,2023-05-14,305,124,255,1675,1735,Bangalore,3
PROD12082,Mixer,Sports,Supplier A,2024-09-16,2024-09-20,318,83,49,1540,1887,Chennai,4
PROD12083,Camera,Home Appliances,Supplier C,2023-07-17,2023-07-21,428,128,98,1881,1987,Hyderabad,4
PROD12084,Tablet,Electronics,Supplier E,2023-05-29,2023-06-04,172,137,161,1413,1913,Bangalore,6
PROD12085,Fan,Sports,Supplier A,2023-02-02,2023-02-08,491,109,225,212,279,Hyderabad,6
PROD12086,Fan,Fashion,Supplier B,2023-03-11,2023-03-17,10,72,198,1376,1537,Delhi,6
PROD12087,Shoes,Home Appliances,Supplier B,2023-04-30,2023-05-04,430,117,136,317,474,Mumbai,4
PROD12088,Laptop,Electronics,Supplier A,2023-04-15,2023-04-23,430,138,96,1873,2211,Chennai,8
PROD12089,Phone,Electronics,Supplier B,2023-07-30,2023-08-08,245,83,277,1300,1641,Hyderabad,9
PROD12090,Phone,Home Appliances,Supplier C,2023-03-16,2023-03-19,14,79,131,738,1038,Chennai,3
PROD12091,Tablet,Electronics,Supplier B,2023-06-17,2023-06-27,308,77,7,1336,1485,Chennai,10
PROD12092,Watch,Fashion,Supplier B,2023-05-18,2023-05-28,359,73,174,452,571,Chennai,10
PROD12093,Shoes,Sports,Supplier B,2024-11-17,2024-11-22,232,70,247,1896,2069,Mumbai,5
PROD12094,Mixer,Sports,Supplier D,2024-09-04,2024-09-11,75,57,63,703,949,Mumbai,7
PROD12095,AC,Sports,Supplier C,2024-07-21,2024-07-29,151,125,24,1290,1495,Delhi,8
PROD12096,Shoes,Fashion,Supplier E,2024-01-03,2024-01-11,368,61,51,1114,1595,Bangalore,8
PROD12097,Watch,Home Appliances,Supplier D,2023-03-18,2023-03-24,237,86,182,376,683,Mumbai,6
PROD12098,TV,Sports,Supplier C,2024-04-21,2024-04-24,325,63,56,1913,2026,Bangalore,3
PROD12099,AC,Fashion,Supplier B,2023-12-30,2024-01-07,365,85,188,515,831,Bangalore,8
PROD12100,Mixer,Electronics,Supplier B,2024-09-02,2024-09-04,337,128,238,1147,1531,Delhi,2
PROD12101,Tablet,Home Appliances,Supplier A,2024-05-03,2024-05-04,366,97,2,1627,1804,Mumbai,1
PROD12102,Tablet,Home Appliances,Supplier A,2023-12-09,2023-12-11,107,95,108,1457,1725,Mumbai,2
PROD12103,TV,Home Appliances,Supplier C,2023-01-18,2023-01-24,205,120,149,773,845,Mumbai,6
PROD12104,Camera,Sports,Supplier A,2023-11-09,2023-11-19,102,114,266,253,553,Chennai,10
PROD12105,Phone,Electronics,Supplier A,2023-02-18,2023-02-25,63,84,234,253,339,Delhi,7
PROD12106,Camera,Sports,Supplier A,2023-12-29,2024-01-08,36,83,180,1025,1303,Hyderabad,10
PROD12107,Fan,Electronics,Supplier E,2023-09-19,2023-09-25,191,76,137,1068,1356,Hyderabad,6
PROD12108,Watch,Electronics,Supplier B,2023-08-08,2023-08-09,408,113,224,1403,1504,Chennai,1
PROD12109,Fan,Sports,Supplier C,2024-03-15,2024-03-17,384,54,189,864,1281,Mumbai,2
PROD12110,Tablet,Fashion,Supplier E,2023-04-26,2023-05-01,344,110,96,1558,1728,Delhi,5
PROD12111,Mixer,Sports,Supplier B,2024-06-26,2024-06-30,99,112,112,468,777,Chennai,4
PROD12112,Mixer,Sports,Supplier A,2024-12-23,2024-12-25,283,84,18,474,844,Delhi,2
PROD12113,Fan,Home Appliances,Supplier D,2023-01-11,2023-01-15,446,143,144,737,819,Mumbai,4
PROD12114,Phone,Sports,Supplier E,2024-12-24,2024-12-26,57,112,92,783,915,Chennai,2
PROD12115,Mixer,Fashion,Supplier A,2024-08-11,2024-08-17,383,115,65,348,477,Delhi,6
PROD12116,Watch,Fashion,Supplier E,2023-08-14,2023-08-20,9,55,257,354,462,Hyderabad,6
PROD12117,Laptop,Sports,Supplier B,2023-10-04,2023-10-05,49,58,26,985,1055,Delhi,1
PROD12118,TV,Sports,Supplier A,2023-12-03,2023-12-06,260,88,70,1399,1799,Mumbai,3
PROD12119,Camera,Sports,Supplier D,2023-11-26,2023-11-28,203,98,276,1860,2250,Hyderabad,2
PROD12120,Laptop,Electronics,Supplier C,2023-11-11,2023-11-18,116,50,110,537,965,Bangalore,7
PROD12121,Tablet,Sports,Supplier C,2023-07-02,2023-07-08,329,114,145,645,1049,Chennai,6
PROD12122,Watch,Home Appliances,Supplier D,2023-08-09,2023-08-17,132,88,274,1142,1422,Mumbai,8
PROD12123,Camera,Fashion,Supplier A,2024-08-21,2024-08-31,74,67,66,1482,1617,Hyderabad,10
PROD12124,Fan,Electronics,Supplier B,2023-06-16,2023-06-21,280,52,21,861,1055,Bangalore,5
PROD12125,Camera,Home Appliances,Supplier D,2023-08-09,2023-08-11,72,105,247,1127,1229,Chennai,2
PROD12126,Camera,Electronics,Supplier D,2024-08-06,2024-08-12,305,80,249,1555,1965,Bangalore,6
PROD12127,Camera,Sports,Supplier A,2023-10-27,2023-10-29,136,144,88,228,401,Hyderabad,2
PROD12128,Camera,Fashion,Supplier D,2024-10-26,2024-10-30,7,115,257,1535,1861,Mumbai,4
PROD12129,Mixer,Home Appliances,Supplier D,2024-06-07,2024-06-09,95,95,266,1471,1702,Mumbai,2
PROD12130,Laptop,Electronics,Supplier B,2023-06-17,2023-06-24,152,130,133,469,856,Mumbai,7
PROD12131,Mixer,Fashion,Supplier E,2023-07-11,2023-07-13,364,75,116,1871,2200,Delhi,2
PROD12132,Laptop,Electronics,Supplier E,2024-09-29,2024-10-06,385,74,59,1427,1645,Delhi,7
PROD12133,Phone,Electronics,Supplier C,2023-04-16,2023-04-22,457,119,78,1522,1923,Chennai,6
PROD12134,Watch,Sports,Supplier E,2024-04-19,2024-04-27,432,86,111,607,842,Bangalore,8
PROD12135,Shoes,Home Appliances,Supplier C,2023-03-22,2023-03-29,39,72,73,1101,1363,Delhi,7
PROD12136,TV,Home Appliances,Supplier A,2024-12-06,2024-12-07,127,144,132,1753,2153,Delhi,1
PROD12137,Mixer,Sports,Supplier B,2024-01-13,2024-01-21,263,149,235,1647,1837,Hyderabad,8
PROD12138,Fan,Electronics,Supplier D,2023-08-12,2023-08-20,353,131,24,1850,2213,Mumbai,8
PROD12139,Tablet,Home Appliances,Supplier C,2023-06-02,2023-06-03,243,133,220,397,816,Bangalore,1
PROD12140,Mixer,Home Appliances,Supplier E,2024-08-28,2024-09-02,32,123,65,1116,1515,Mumbai,5
PROD12141,Tablet,Electronics,Supplier D,2023-05-17,2023-05-26,81,105,238,912,1269,Chennai,9
PROD12142,Camera,Fashion,Supplier C,2023-01-07,2023-01-16,78,126,177,555,861,Mumbai,9
PROD12143,Mixer,Home Appliances,Supplier C,2024-04-16,2024-04-21,431,121,11,690,771,Hyderabad,5
PROD12144,Watch,Sports,Supplier A,2024-02-20,2024-02-24,173,62,251,999,1216,Delhi,4
PROD12145,Phone,Fashion,Supplier D,2024-12-13,2024-12-19,54,141,246,1353,1525,Delhi,6
PROD12146,Fan,Electronics,Supplier B,2024-05-21,2024-05-24,230,113,267,1121,1186,Mumbai,3
PROD12147,Phone,Fashion,Supplier A,2023-01-11,2023-01-14,128,113,44,713,1110,Mumbai,3
PROD12148,Mixer,Home Appliances,Supplier B,2023-11-22,2023-12-02,154,75,54,1237,1357,Mumbai,10
PROD12149,Shoes,Home Appliances,Supplier B,2024-03-15,2024-03-16,345,134,22,1166,1448,Chennai,1
PROD12150,Phone,Home Appliances,Supplier B,2023-03-22,2023-03-28,6,138,224,862,917,Bangalore,6
PROD12151,Watch,Fashion,Supplier B,2023-11-13,2023-11-18,268,124,298,1829,1899,Mumbai,5
PROD12152,TV,Electronics,Supplier D,2024-11-01,2024-11-04,282,126,20,1589,1906,Mumbai,3
PROD12153,Fan,Sports,Supplier C,2023-11-24,2023-12-01,484,134,208,1025,1502,Bangalore,7
PROD12154,Fan,Fashion,Supplier B,2024-09-16,2024-09-23,450,127,143,1928,2140,Bangalore,7
PROD12155,Laptop,Home Appliances,Supplier D,2023-01-27,2023-02-01,494,55,16,1937,2292,Delhi,5
PROD12156,Watch,Sports,Supplier E,2024-12-15,2024-12-24,408,102,243,1073,1228,Bangalore,9
PROD12157,Watch,Electronics,Supplier D,2023-09-14,2023-09-19,89,76,168,1540,1808,Mumbai,5
PROD12158,Phone,Electronics,Supplier B,2023-12-15,2023-12-22,176,99,2,425,796,Chennai,7
PROD12159,Camera,Sports,Supplier E,2023-02-17,2023-02-26,167,118,59,993,1172,Delhi,9
PROD12160,TV,Sports,Supplier C,2024-09-08,2024-09-11,232,54,165,542,838,Hyderabad,3
PROD12161,Camera,Electronics,Supplier C,2023-01-11,2023-01-16,360,75,235,223,655,Bangalore,5
PROD12162,AC,Home Appliances,Supplier C,2024-01-15,2024-01-20,232,94,149,1254,1460,Hyderabad,5
PROD12163,Tablet,Fashion,Supplier C,2023-09-29,2023-10-03,243,91,208,462,579,Mumbai,4
PROD12164,Watch,Home Appliances,Supplier B,2023-11-20,2023-11-25,43,111,102,1843,2220,Hyderabad,5
PROD12165,Tablet,Sports,Supplier B,2023-01-31,2023-02-07,44,71,151,705,774,Delhi,7
PROD12166,Tablet,Sports,Supplier E,2024-05-10,2024-05-20,338,100,26,574,818,Chennai,10
PROD12167,TV,Home Appliances,Supplier B,2023-07-29,2023-08-01,435,65,17,1279,1451,Chennai,3
PROD12168,Phone,Sports,Supplier E,2024-11-12,2024-11-15,48,51,47,1369,1435,Delhi,3
PROD12169,Mixer,Home Appliances,Supplier C,2024-11-04,2024-11-14,412,118,53,1036,1362,Bangalore,10
PROD12170,TV,Home Appliances,Supplier D,2024-07-14,2024-07-24,474,51,281,1479,1930,Delhi,10
PROD12171,Laptop,Fashion,Supplier A,2023-01-23,2023-02-02,351,147,281,1059,1221,Chennai,10
PROD12172,AC,Fashion,Supplier A,2024-01-02,2024-01-11,315,138,75,1900,2184,Chennai,9
PROD12173,TV,Fashion,Supplier A,2023-05-20,2023-05-27,197,104,46,356,788,Mumbai,7
PROD12174,Tablet,Fashion,Supplier B,2024-10-08,2024-10-09,94,84,92,552,650,Delhi,1
PROD12175,Phone,Sports,Supplier A,2023-04-19,2023-04-23,57,103,63,1021,1080,Hyderabad,4
PROD12176,AC,Sports,Supplier B,2023-09-29,2023-10-05,89,110,295,1199,1624,Chennai,6
PROD12177,Fan,Sports,Supplier A,2023-10-04,2023-10-06,446,96,41,1487,1580,Chennai,2
PROD12178,TV,Fashion,Supplier C,2023-01-27,2023-01-30,403,60,29,864,1244,Mumbai,3
PROD12179,Fan,Fashion,Supplier D,2023-11-03,2023-11-09,289,120,53,450,717,Hyderabad,6
PROD12180,Camera,Home Appliances,Supplier C,2024-03-22,2024-03-25,421,106,13,714,967,Chennai,3
PROD12181,Laptop,Fashion,Supplier D,2024-12-11,2024-12-19,9,112,285,1920,2324,Delhi,8
PROD12182,TV,Fashion,Supplier D,2024-11-30,2024-12-09,42,123,148,1312,1397,Hyderabad,9
PROD12183,Watch,Sports,Supplier A,2023-04-22,2023-04-26,428,146,135,220,712,Bangalore,4
PROD12184,TV,Fashion,Supplier D,2024-08-14,2024-08-22,315,105,52,1765,1877,Hyderabad,8
PROD12185,Shoes,Fashion,Supplier A,2023-11-27,2023-11-28,46,140,49,1386,1782,Mumbai,1
PROD12186,AC,Home Appliances,Supplier B,2023-05-06,2023-05-08,75,76,181,507,852,Delhi,2
PROD12187,Shoes,Fashion,Supplier D,2023-01-07,2023-01-11,497,128,41,1864,2303,Chennai,4
PROD12188,Tablet,Home Appliances,Supplier C,2023-12-17,2023-12-23,90,95,16,437,554,Delhi,6
PROD12189,Mixer,Sports,Supplier C,2023-05-13,2023-05-22,376,94,263,1501,1791,Chennai,9
PROD12190,TV,Fashion,Supplier E,2023-12-25,2024-01-03,442,74,279,1431,1660,Chennai,9
PROD12191,Phone,Fashion,Supplier B,2023-01-13,2023-01-22,66,134,130,1492,1893,Hyderabad,9
PROD12192,Laptop,Home Appliances,Supplier A,2023-09-01,2023-09-02,265,97,247,790,943,Bangalore,1
PROD12193,AC,Home Appliances,Supplier B,2024-01-05,2024-01-14,159,125,211,687,793,Delhi,9
PROD12194,Phone,Electronics,Supplier C,2024-08-11,2024-08-18,307,53,236,724,932,Bangalore,7
PROD12195,AC,Sports,Supplier B,2023-03-08,2023-03-13,56,51,85,1948,2264,Delhi,5
PROD12196,AC,Sports,Supplier E,2024-04-10,2024-04-18,344,138,240,868,1205,Mumbai,8
PROD12197,Laptop,Sports,Supplier B,2023-12-15,2023-12-20,17,66,108,806,1219,Mumbai,5
PROD12198,TV,Fashion,Supplier E,2024-11-20,2024-11-26,85,144,262,477,821,Hyderabad,6
PROD12199,Fan,Home Appliances,Supplier C,2023-02-14,2023-02-23,18,131,17,334,458,Hyderabad,9
PROD12200,Camera,Home Appliances,Supplier D,2023-07-19,2023-07-27,133,99,37,1732,2100,Mumbai,8
PROD12201,Watch,Home Appliances,Supplier A,2024-12-30,2025-01-04,238,139,267,324,609,Mumbai,5
PROD12202,Mixer,Electronics,Supplier B,2024-03-14,2024-03-19,154,88,23,1735,2143,Bangalore,5
PROD12203,Tablet,Fashion,Supplier D,2023-05-31,2023-06-05,324,83,108,475,870,Bangalore,5
PROD12204,Laptop,Fashion,Supplier C,2024-11-01,2024-11-11,90,140,65,206,579,Bangalore,10
PROD12205,Phone,Electronics,Supplier D,2024-07-01,2024-07-04,228,122,39,347,551,Mumbai,3
PROD12206,TV,Sports,Supplier C,2024-06-03,2024-06-11,490,123,189,952,1185,Chennai,8
PROD12207,Fan,Fashion,Supplier D,2023-07-06,2023-07-11,494,65,211,568,664,Chennai,5
PROD12208,Shoes,Home Appliances,Supplier C,2024-05-22,2024-05-29,264,77,60,986,1336,Chennai,7
PROD12209,TV,Fashion,Supplier B,2023-10-20,2023-10-27,247,71,264,1290,1708,Chennai,7
PROD12210,AC,Sports,Supplier C,2024-10-31,2024-11-09,48,132,185,1717,1963,Bangalore,9
PROD12211,Shoes,Home Appliances,Supplier C,2024-05-07,2024-05-12,330,146,216,228,486,Mumbai,5
PROD12212,Fan,Sports,Supplier C,2024-10-18,2024-10-21,207,78,277,732,1126,Bangalore,3
PROD12213,Shoes,Electronics,Supplier A,2023-02-21,2023-03-03,380,113,108,1418,1680,Bangalore,10
PROD12214,Camera,Electronics,Supplier B,2023-03-31,2023-04-04,68,57,291,1842,2159,Delhi,4
PROD12215,AC,Home Appliances,Supplier D,2024-07-04,2024-07-14,175,149,79,1571,1679,Bangalore,10
PROD12216,Fan,Fashion,Supplier E,2024-01-31,2024-02-01,263,145,241,1136,1579,Bangalore,1
PROD12217,Tablet,Fashion,Supplier B,2024-06-07,2024-06-15,130,75,174,1625,1985,Delhi,8
PROD12218,Camera,Electronics,Supplier D,2024-12-03,2024-12-11,139,55,141,373,735,Delhi,8
PROD12219,Shoes,Sports,Supplier C,2024-07-15,2024-07-19,18,91,102,1541,1702,Delhi,4
PROD12220,Watch,Sports,Supplier D,2024-06-20,2024-06-28,259,143,85,1382,1547,Chennai,8
PROD12221,Tablet,Electronics,Supplier D,2024-05-06,2024-05-13,298,75,30,1145,1397,Chennai,7
PROD12222,Camera,Sports,Supplier C,2024-04-22,2024-04-26,288,70,131,505,822,Delhi,4
PROD12223,Mixer,Sports,Supplier C,2023-07-05,2023-07-11,317,102,274,833,1102,Hyderabad,6
PROD12224,Laptop,Sports,Supplier A,2023-09-12,2023-09-20,172,148,173,1767,2169,Delhi,8
PROD12225,Shoes,Home Appliances,Supplier A,2023-11-03,2023-11-05,68,50,27,1272,1632,Delhi,2
PROD12226,TV,Electronics,Supplier D,2024-07-31,2024-08-06,438,70,206,1547,1875,Mumbai,6
PROD12227,Phone,Home Appliances,Supplier E,2023-04-24,2023-05-03,482,101,164,722,1172,Delhi,9
PROD12228,Watch,Fashion,Supplier A,2023-10-02,2023-10-04,486,101,123,1469,1660,Mumbai,2
PROD12229,Tablet,Home Appliances,Supplier B,2024-06-01,2024-06-02,308,80,272,1942,2212,Delhi,1
PROD12230,Watch,Electronics,Supplier E,2023-12-03,2023-12-07,0,86,41,965,1346,Delhi,4
PROD12231,AC,Fashion,Supplier A,2024-05-09,2024-05-12,457,148,182,795,1224,Mumbai,3
PROD12232,Camera,Sports,Supplier E,2024-07-19,2024-07-26,437,100,129,630,819,Chennai,7
PROD12233,Camera,Sports,Supplier A,2023-06-08,2023-06-09,33,68,240,1035,1169,Mumbai,1
PROD12234,Laptop,Home Appliances,Supplier D,2023-10-20,2023-10-23,440,107,91,1801,2001,Bangalore,3
PROD12235,Phone,Electronics,Supplier D,2023-03-10,2023-03-20,231,136,232,381,522,Bangalore,10
PROD12236,Mixer,Fashion,Supplier E,2023-06-27,2023-07-06,399,56,150,820,1310,Mumbai,9
PROD12237,Shoes,Electronics,Supplier A,2024-08-05,2024-08-06,459,108,153,448,919,Chennai,1
PROD12238,Phone,Electronics,Supplier E,2023-05-29,2023-06-01,239,121,73,1443,1550,Bangalore,3
PROD12239,Laptop,Sports,Supplier D,2024-09-20,2024-09-23,307,63,123,1702,1803,Chennai,3
PROD12240,Camera,Fashion,Supplier E,2023-09-16,2023-09-25,164,108,240,994,1093,Mumbai,9
PROD12241,TV,Home Appliances,Supplier A,2024-07-20,2024-07-23,316,119,225,1169,1511,Mumbai,3
PROD12242,Mixer,Sports,Supplier D,2024-01-23,2024-01-31,486,64,129,940,1059,Hyderabad,8
PROD12243,TV,Home Appliances,Supplier A,2024-09-29,2024-10-05,160,98,73,663,809,Chennai,6
PROD12244,AC,Sports,Supplier D,2023-05-14,2023-05-24,396,109,61,908,1363,Hyderabad,10
PROD12245,Shoes,Fashion,Supplier E,2024-06-29,2024-07-04,445,118,30,1043,1237,Bangalore,5
PROD12246,AC,Home Appliances,Supplier C,2024-03-17,2024-03-24,205,76,115,1400,1461,Delhi,7
PROD12247,AC,Electronics,Supplier E,2023-11-18,2023-11-27,151,121,280,1916,2169,Chennai,9
PROD12248,Phone,Fashion,Supplier D,2024-04-06,2024-04-07,94,99,129,1429,1918,Hyderabad,1
PROD12249,TV,Sports,Supplier E,2023-02-02,2023-02-10,79,114,85,1618,2012,Hyderabad,8
PROD12250,Fan,Sports,Supplier A,2023-11-10,2023-11-18,208,53,230,1496,1907,Mumbai,8
PROD12251,Watch,Home Appliances,Supplier B,2023-03-28,2023-04-02,143,62,112,431,634,Delhi,5
PROD12252,Watch,Fashion,Supplier C,2024-12-07,2024-12-11,253,72,123,1047,1359,Bangalore,4
PROD12253,Laptop,Fashion,Supplier D,2023-08-27,2023-08-29,339,120,31,1455,1827,Bangalore,2
PROD12254,Mixer,Electronics,Supplier A,2023-08-07,2023-08-08,210,66,92,1556,1688,Chennai,1
PROD12255,TV,Fashion,Supplier B,2023-11-26,2023-12-06,177,131,86,1038,1488,Delhi,10
PROD12256,Camera,Sports,Supplier E,2023-01-21,2023-01-30,471,142,81,615,880,Delhi,9
PROD12257,Tablet,Home Appliances,Supplier D,2023-11-18,2023-11-23,126,137,58,331,423,Mumbai,5
PROD12258,Laptop,Electronics,Supplier B,2024-06-23,2024-07-03,25,106,157,238,341,Hyderabad,10
PROD12259,Shoes,Fashion,Supplier B,2024-03-21,2024-03-26,197,140,79,1613,1729,Bangalore,5
PROD12260,AC,Home Appliances,Supplier E,2023-03-01,2023-03-06,121,121,255,843,1177,Hyderabad,5
PROD12261,Tablet,Fashion,Supplier D,2023-02-18,2023-02-26,442,146,41,1621,1820,Bangalore,8
PROD12262,Fan,Fashion,Supplier E,2024-10-08,2024-10-15,92,133,203,992,1231,Delhi,7
PROD12263,Phone,Electronics,Supplier D,2023-02-15,2023-02-22,203,138,80,1268,1634,Delhi,7
PROD12264,Laptop,Electronics,Supplier B,2024-03-23,2024-03-24,189,70,97,399,888,Hyderabad,1
PROD12265,Mixer,Fashion,Supplier D,2024-11-18,2024-11-26,148,80,32,1169,1569,Mumbai,8
PROD12266,AC,Sports,Supplier E,2024-06-06,2024-06-10,127,69,73,871,1034,Mumbai,4
PROD12267,Mixer,Sports,Supplier B,2024-02-01,2024-02-08,229,123,131,672,987,Delhi,7
PROD12268,AC,Home Appliances,Supplier D,2023-01-28,2023-02-05,187,137,3,1476,1591,Mumbai,8
PROD12269,Shoes,Electronics,Supplier B,2023-03-17,2023-03-21,356,140,179,1391,1881,Bangalore,4
PROD12270,Watch,Electronics,Supplier A,2024-11-07,2024-11-14,295,65,281,1825,2109,Bangalore,7
PROD12271,Laptop,Home Appliances,Supplier A,2024-09-09,2024-09-11,116,82,207,1942,2229,Chennai,2
PROD12272,Phone,Electronics,Supplier C,2023-06-05,2023-06-08,458,133,259,1119,1256,Mumbai,3
PROD12273,Laptop,Home Appliances,Supplier A,2023-02-10,2023-02-14,495,52,151,474,927,Mumbai,4
PROD12274,Fan,Sports,Supplier A,2024-01-03,2024-01-04,402,123,221,1633,1972,Mumbai,1
PROD12275,Tablet,Electronics,Supplier A,2024-01-29,2024-01-30,91,106,273,1961,2045,Delhi,1
PROD12276,AC,Home Appliances,Supplier C,2023-06-21,2023-06-25,188,134,182,648,745,Chennai,4
PROD12277,Laptop,Electronics,Supplier D,2023-10-30,2023-11-07,26,133,73,937,1405,Hyderabad,8
PROD12278,Mixer,Sports,Supplier D,2023-03-25,2023-03-26,301,76,194,1716,1972,Delhi,1
PROD12279,Laptop,Fashion,Supplier E,2024-12-07,2024-12-10,205,128,65,1233,1319,Hyderabad,3
PROD12280,Mixer,Fashion,Supplier D,2024-02-03,2024-02-06,324,125,76,1641,2051,Mumbai,3
PROD12281,Camera,Sports,Supplier E,2023-03-17,2023-03-27,398,78,195,711,974,Hyderabad,10
PROD12282,Shoes,Sports,Supplier E,2024-10-22,2024-10-28,62,134,129,1912,2208,Hyderabad,6
PROD12283,Camera,Electronics,Supplier C,2024-08-29,2024-09-03,252,149,55,219,313,Bangalore,5
PROD12284,TV,Fashion,Supplier C,2023-05-23,2023-05-30,377,115,228,1028,1501,Hyderabad,7
PROD12285,Phone,Electronics,Supplier B,2023-01-15,2023-01-24,418,75,45,942,1010,Chennai,9
PROD12286,Tablet,Electronics,Supplier E,2023-09-06,2023-09-16,402,51,60,1337,1694,Bangalore,10
PROD12287,TV,Electronics,Supplier D,2024-02-09,2024-02-16,152,51,204,726,1212,Delhi,7
PROD12288,TV,Electronics,Supplier A,2024-05-14,2024-05-16,194,68,30,1594,2000,Delhi,2
PROD12289,Laptop,Sports,Supplier A,2024-01-28,2024-02-06,15,94,71,466,563,Mumbai,9
PROD12290,Fan,Sports,Supplier D,2023-11-30,2023-12-08,68,99,290,226,419,Hyderabad,8
